date,employees
11/18/2024,21516
11/19/2024,22992
11/20/2024,22666
11/21/2024,21700
11/22/2024,20221
11/23/2024,0
11/24/2024,0
11/25/2024,21261
11/26/2024,22042
11/27/2024,17660
11/28/2024,8220
11/29/2024,11501
11/30/2024,0
12/1/2024,0
12/2/2024,22143
12/3/2024,22980
12/4/2024,23161
12/5/2024,22555
12/6/2024,21184
12/7/2024,0
12/8/2024,0
12/9/2024,22011
12/10/2024,23571
12/11/2024,23666
12/12/2024,22902
12/13/2024,21861
12/14/2024,0
12/15/2024,0
12/16/2024,22037
12/17/2024,23034
12/18/2024,22668
12/19/2024,22173
12/20/2024,20403
12/21/2024,0
12/22/2024,0
12/23/2024,16687
12/24/2024,11979
12/25/2024,7686
12/26/2024,6622
12/27/2024,15011
12/28/2024,0
12/29/2024,0
12/30/2024,16277
12/31/2024,15158
1/1/2025,9006
1/2/2025,19002
1/3/2025,18563
1/4/2025,0
1/5/2025,0
1/6/2025,8349
1/7/2025,13752
1/8/2025,19957
1/9/2025,20890
1/10/2025,17824
1/11/2025,0
1/12/2025,0
1/13/2025,21558
1/14/2025,22578
1/15/2025,22572
1/16/2025,22599
1/17/2025,21086
1/18/2025,0
1/19/2025,0
1/20/2025,12481
1/21/2025,21837
1/22/2025,21639
1/23/2025,22451
1/24/2025,21399
1/25/2025,0
1/26/2025,0
1/27/2025,21022
1/28/2025,22686
1/29/2025,21729
1/30/2025,21727
1/31/2025,20262
